region,centerCode,centerType,organizationType,accountName,address1,address2,city,state,zipCode,phone,fax,website,votingRights,membershipStatus,vaAffiliated,mainPrograms,livingPrograms,pediatricPrograms,pediatricOnly
3,FLAC,TX1,Transplant Hospital,Johns Hopkins All Children's Hospital,501 6th Avenue South,,St. Petersburg,FL,33701,727-898-7451,727-767-2880,http://www.hopkinsallchildrens.org,Y,Approved,N,HR,,HR,Y
3,FLCC,TX1,Transplant Hospital,Cleveland Clinic Florida Weston,3100 Weston Road,,Weston,FL,33331,954-689-5000,954-659-6023,http://my.clevelandclinic.org/florida/default.aspx,Y,Approved,N,"HR, KI, LI","KI, LI",,N
3,FLFH,IO1,Hospital Based OPO,OurLegacy,900 Winderley Place Suite 2200,,Maitland,FL,32751,407-543-4100,407-644-8876,https://www.ourlegacyfl.org/,Y,Approved,N,,,,N
3,FLFH,IT1,Hospital Based Lab,Tissue Typing Laboratory at Florida Hospital,601 East Rollins Street,,Orlando,FL,32803-1273,407-303-1681,407-303-7792,,N,Approved,N,,,,N
3,FLFH,TX1,Transplant Hospital,AdventHealth Orlando,601 East Rollins Avenue,,Orlando,FL,32803,407-303-2474,407-303-0680,https://www.adventhealthtransplantinstitute.com/,Y,Approved,N,"HL, HR, KI, LI, LU, PA","KI, LI","KI, LI",N
3,FLHM,TX1,Transplant Hospital,Halifax Health,303 North Clyde Morris Boulevard,,Daytona Beach,FL,32114,386-947-4650,,http://www.halifaxhealth.org,Y,Approved,N,KI,KI,,N
3,FLJD,TX1,Transplant Hospital,Memorial Regional Hospital/Joe DiMaggio Children's Hospital,3501 Johnson Street,,Hollywood,FL,33021,954-265-3437,954-983-5052,http://www.jdch.com/html/medical-specialties/cardiac/programs-services/heart-transplant-program.html,Y,Approved,N,HR,,HR,Y
3,FLJM,TX1,Transplant Hospital,Jackson Memorial Hospital University of Miami School of Medicine,1801 Northwest 9th Avenue,3rd Floor,Miami,FL,33136,305-355-5000,,https://transplant.jacksonhealth.org/,Y,Approved,N,"AW, HL, HR, IN, KI, LI, LU, PA, PI","KI, LI","HR, KI, LI, LU, PA",N
3,FLLM,TX1,Transplant Hospital,Largo Medical Center,201 14th Street Southwest,,Largo,FL,33770,727-588-5728,727-588-5906,http://www.largomedical.com,Y,Approved,N,"HR, KI, LI","KI, LI",,N
3,FLML,TT1,Independent Lab,University of Miami Jackson Memorial Hospital Histocompatibility Testing,1600 NW 10th Avenue,Room 8160,Miami,FL,33101,305-243-3131,305-243-6341,https://umiamihealth.org/IHL,Y,Approved,N,,,,N
3,FLMP,OP1,Independent OPO,South Florida Donor Network,"15100 NW 67th Ave, Suite 300",,Miami Lakes,FL,33014,855-683-6667,702-796-4225,https://www.sfldonor.org/,Y,Approved,N,,,,N
3,FLMR,TX1,Transplant Hospital,Memorial Regional Hospital,3501 Johnson Street,,Hollywood,FL,33021,954-265-7750,954-893-6518,http://www.memorialregional.com,Y,Approved,N,"HR, KI, PA",KI,KI,N
3,FLSF,TT1,Independent Lab,LifeLink Transplantation Immunology Laboratory,9661 Delaney Creek Boulevard,,Tampa,FL,33619,813-253-3866,813-254-3367,http://www.lifelinkfound.org,Y,Approved,N,,,,N
3,FLSH,TX1,Transplant Hospital,Ascension Sacred Heart Pensacola,5151 North 9th Avenue,,Pensacola,FL,32504,850-416-7000,850-416-1075,https://healthcare.ascension.org/locations/florida/flpen/pensacola-ascension-sacred-heart-pensacola,Y,Approved,N,KI,KI,,N
3,FLSL,IT1,Hospital Based Lab,HLA Laboratory at Mayo Clinic Florida,4500 San Pablo Road,,Jacksonville,FL,32224,904-956-3318,904-956-3336,,N,Approved,N,,,,N
3,FLSL,TX1,Transplant Hospital,Mayo Clinic Hospital Florida,4500 San Pablo Road,Mayo Bldg 3 North,Jacksonville,FL,32224,904-953-2000,,https://www.mayoclinic.org/departments-centers/transplant-center/home/orc-20203891,Y,Approved,N,"HL, HR, KI, LI, LU, PA",KI,LU,N
3,FLTG,TX1,Transplant Hospital,Tampa General Hospital,1 Tampa General Circle,,Tampa,FL,33606,813-844-7000,813-844-4016,http://www.tgh.org,Y,Approved,N,"HL, HR, KI, LI, LU, PA","KI, LI","KI, LU",N
3,FLUF,IO1,Hospital Based OPO,LifeQuest Organ Recovery Services,4016 Northwest 22nd Drive,,Gainesville,FL,32605,352-733-0350,352-733-0353,http://lifequestfla.org,Y,Approved,N,,,,N
3,FLUF,IT1,Hospital Based Lab,Immunology Transplantation Laboratory/ Shands Hospital,4800 SW 35th Drive,,Gainesville,FL,32608,352-265-0072,352-265-0626,http://www.shands.org,N,Approved,N,,,,N
3,FLUF,TX1,Transplant Hospital,UF Health Shands Hospital,1600 Southwest Archer Road,,Gainesville,FL,32610,877-743-2782,,https://ufhealth.org/transplant-center/overview,Y,Approved,N,"HL, HR, KI, LI, LU, PA","KI, LI","HR, KI, LU, PA",N
3,FLWC,OP1,Independent OPO,LifeLink of Florida,9661 Delaney Creek Boulevard,,Tampa,FL,33619,813-253-2640,813-349-6515,https://lifelinkfoundation.org/our-story/#llflorida,Y,Approved,N,,,,N
3,GAEH,TX1,Transplant Hospital,Children’s Healthcare of Atlanta - Arthur M. Blank Hospital,2220 North Druid Hills Road,,Atlanta,GA,30329,404-785-6119,,http://www.choa.org/,Y,Approved,N,"HR, KI, LI",,"HR, KI, LI",Y
3,GAEM,IT1,Hospital Based Lab,HLA Laboratory at Emory University,"1364 Clifton Road, NE",Room C184,Atlanta,GA,30322,404-712-7365,404-712-4717,https://www.emoryhealthcare.org/,N,Approved,N,,,,N
3,GAEM,TX1,Transplant Hospital,Emory University Hospital,"1364 Clifton Road, NE",,Atlanta,GA,30322-1064,855-366-7989,404-712-2617,https://www.emoryhealthcare.org/centers-programs/transplant-center/index.html,Y,Approved,N,"HL, HR, KI, LI, LU, PA","KI, LI",,N
3,GALL,OP1,Independent OPO,LifeLink of Georgia,2875 Northwoods Parkway,,Norcross,GA,30071,770-225-5465,770-225-5466,https://lifelinkfoundation.org/,Y,Approved,N,,,,N
3,GAMC,IT1,Hospital Based Lab,Histocompatibility Immunology Laboratory at the Medical College of Georgia,1120 15th Street,BAS 1641,Augusta,GA,30912-4091,762-375-3311,706-721-2709,https://www.augustahealth.org/pathology-services/histocompatibility-immunology-laboratory/histocompatibility-immunology-laboratory,N,Approved,N,,,,N
3,GAMC,TX1,Transplant Hospital,"Wellstar MCG Health, affiliated with Medical College of Georgia",1120 15th Street,,Augusta,GA,30912-7700,706-721-0211,,http://www.augustahealth.org,Y,Approved,N,"KI, PA",KI,KI,N
3,GAPH,IT1,Hospital Based Lab,Piedmont Hospital Histocompatibility & Immunogenetics Laboratory,"1968 Peachtree Road, NW",,Atlanta,GA,30309,404-605-1833,,,N,Approved,N,,,,N
3,GAPH,TX1,Transplant Hospital,Piedmont Hospital,"1968 Peachtree Road, NW",,Atlanta,GA,30309,404-605-5000,,http://www.piedmonttransplant.org/,Y,Approved,N,"HR, KI, LI, PA",KI,,N
8,GPCJ,GPM,Individual,GPM Christopher Jaynes,,,,,,,,,Y,Approved,N,,,,N
3,GPDJ,GPM,Individual,GPM Damion Jackson,,,,,,,,,Y,Approved,N,,,,N
8,GPEP,GPM,Individual,GPM Eric Pahl,,,,,,,,,Y,Approved,N,,,,N
7,GPHB,GPM,Individual,GPM Joseph Hillenburg,,,,,,,,,Y,Approved,N,,,,N
2,GPHN,GPM,Individual,GPM Melodie Hengerer,,,,,,,,,Y,Approved,N,,,,N
6,GPJB,GPM,Individual,GPM Jill Brown,,,,,,,,,Y,Approved,N,,,,N
6,GPKY,GPM,Individual,GPM Kathleen Anderson,,,,,,,,,Y,Approved,N,,,,N
2,GPLO,GPM,Individual,GPM Linda Ohler,,,,,,,,,Y,Approved,N,,,,N
10,GPMV,GPM,Individual,GPM Vivek Mendiratta,,,,,,,,,Y,Approved,N,,,,N
1,GPMY,GPM,Individual,GPM Michael Young,,,,,,,,,N,Interim Approval-Pending BOD Action,N,,,,N
5,GPNE,GPM,Individual,GPM Nilay Etiler,,,,,,,,,Y,Approved,N,,,,N
2,GPRG,GPM,Individual,GPM Robert Goodman,,,,,,,,,Y,Approved,N,,,,N
4,GPRI,GPM,Individual,GPM Riki Graves,,,,,,,,,Y,Approved,N,,,,N
7,GPRK,GPM,Individual,GPM Renee' Koeune,,,,,,,,,Y,Approved,N,,,,N
2,GPRP,GPM,Individual,GPM Rachel Park,,,,,,,,,Y,Approved,N,,,,N
9,GPSR,GPM,Individual,GPM Sanjog Rawtani,,,,,,,,,Y,Interim Approval-Pending BOD Action,N,,,,N
4,GPTG,GPM,Individual,GPM Tracy Giacoma,,,,,,,,,Y,Approved,N,,,,N
6,HIOP,OP1,Independent OPO,Legacy of Life Hawaii,405 N. Kuakini Street,Suite 810,Honolulu,HI,96817,808-599-7630,808-599-7631,http://www.legacyoflifehawaii.org/,Y,Approved,N,,,,N
6,HIQM,TX1,Transplant Hospital,The Queen's Medical Center,1301 Punchbowl Street,,Honolulu,HI,96813,808-538-9011,,https://www.queens.org/locations/hospitals/qmc/services/transplant-center/,Y,Approved,N,"KI, LI, PA",KI,,N
6,HITL,TT1,Independent Lab,Eurofins Donor & Product Testing (Hawaii),2226 Liliha Street,5th Floor,Honolulu,HI,96817,855-875-5227,808-595-7078,https://www.eurofinsus.com/vrl,Y,Approved,N,,,,N
8,IAIM,IT1,Hospital Based Lab,Histocompatibility Laboratory at Iowa Methodist Medical Center,1200 Pleasant Street,,Des Moines,IA,50309,515-241-6510,515-241-8535,http://www.ihsdesmines.org/,N,Approved,N,,,,N
8,IAIM,TX1,Transplant Hospital,Iowa Methodist Medical Center,1200 Pleasant Street,,Des Moines,IA,50309-1453,515-241-6212,,https://www.unitypoint.org/locations/unitypoint-health---iowa-methodist-medical-center,Y,Approved,N,KI,KI,,N
8,IAIV,TX1,Transplant Hospital,University of Iowa Hospitals and Clinics Transplant Programs,200 Hawkins Drive,,Iowa City,IA,52242-1084,319-356-8877,319-353-7773,http://www.uihealthcare.org/,Y,Approved,N,"HL, HR, KI, LI, LU, PA","KI, LI","HR, KI, LI",N
8,IAOP,OP1,Independent OPO,Iowa Donor Network,550 Madison Avenue,,North Liberty,IA,52317,515-727-7897,319-665-3788,http://www.iowadonornetwork.org,Y,Approved,N,,,,N
8,IAVA,IT1,Hospital Based Lab,Iowa Regional Histocompatibility and Immunogenetics Laboratory,601 U.S. 6 West,,Iowa City,IA,52246,319-338-0581,,,N,Approved,N,,,,N
8,IAVA,TX1,Transplant Hospital,The Iowa City VA Health Care System,601 Highway 6 West,,Iowa City,IA,52246,319-338-0581,,https://www.iowacity.va.gov/,Y,Approved,Y,KI,KI,,N
7,ILCH,TX1,Transplant Hospital,Advocate Christ Medical Center,4440 West 95th Street,,Oak Lawn,IL,60453,877-684-4327,,http://www.advocatehealth.com/cmc/,Y,Approved,N,"HR, KI",KI,HR,N
7,ILCM,TX1,Transplant Hospital,Ann & Robert H. Lurie Children's Hospital of Chicago,225 East Chicago Avenue,Siragusa Tpl Center,Chicago,IL,60611,312-227-4030,312-227-9645,http://www.luriechildrens.org,Y,Approved,N,"HR, IN, KI, LI, PA","KI, LI","HR, KI, LI, PA",Y
7,ILIP,OP1,Independent OPO,Gift of Hope Organ & Tissue Donor Network,425 Spring Lake Drive,,Itasca,IL,60143,630-758-2600,630-758-2603,http://www.giftofhope.org,Y,Approved,N,,,,N
7,ILLU,IT1,Hospital Based Lab,Clinical Histocompatibility Laboratory at Loyola University Medical Center,2160 S. First Avenue,,Maywood,IL,60153,708-216-3626,,,N,Approved,N,,,,N
7,ILLU,TX1,Transplant Hospital,Loyola University Medical Center,2160 South First Avenue,,Maywood,IL,60153,708-216-9000,,http://www.loyolamedicine.org,Y,Approved,N,"HL, HR, KI, LI, LU, PA",KI,LU,N
7,ILMM,IT1,Hospital Based Lab,Histocompatibility Laboratory at Memorial Medical Center,701 North First Street,,Springfield,IL,62781,217-788-3905,217-788-5576,https://memorial.health/medical-services/laboratory/,N,Approved,N,,,,N
7,ILMM,TX1,Transplant Hospital,Springfield Memorial Hospital,701 North 1st Street,,Springfield,IL,62781-0001,217-788-3000,217-788-3686,https://memorial.health/,Y,Approved,N,KI,KI,,N
7,ILNM,IT1,Hospital Based Lab,Transplant Immunology Laboratory at Northwestern Memorial Hospital,"300 E. Superior Street, Tarry Building 1",,Chicago,IL,60611,312-503-8069,312-503-2563,https://www.feinberg.northwestern.edu/sites/transplant/research/research-cores/histocom-core.html,N,Approved,N,,,,N
7,ILNM,TX1,Transplant Hospital,Northwestern Memorial Hospital,251 E. Huron,,Chicago,IL,60611,312-926-2000,,https://www.nm.org/,Y,Approved,N,"HL, HR, KI, LI, LU, PA, PI","KI, LI",LU,N
7,ILPL,IT1,Hospital Based Lab,Rush Medical Laboratories Histocompatibility Laboratory,1653 W. Congress Parkway,,Chicago,IL,60612-3833,312-942-8393,312-942-6787,,N,Approved,N,,,,N
7,ILPL,TX1,Transplant Hospital,Rush University Medical Center,1620 West Harrison Street,,Chicago,IL,60612,312-942-5000,,http://www.rush.edu,Y,Approved,N,"KI, LI, PA",KI,,N
7,ILRL,TT1,Independent Lab,Gift of Hope Organ & Tissue Donor Network Laboratory,425 Spring Lake Drive,,Itasca,IL,60143,630-758-2600,630-758-2602,http://www.giftofhope.org,Y,Approved,N,,,,N
7,ILSF,TX1,Transplant Hospital,OSF Saint Francis Medical Center,530 NE Glen Oak Avenue,,Peoria,IL,61637,309-655-2000,,http://www.osfsaintfrancis.org/,Y,Approved,N,"HR, KI, PA",KI,KI,N
7,ILUC,IT1,Hospital Based Lab,Transplant Immunology & Immunogenetics Laboratory,5841 S. Maryland Avenue,"MC0006, Room G-320",Chicago,IL,60637-1470,773-702-0700,773-834-5573,https://medlabs.uchicago.edu/clinical-specialties/clinical-pathology/transplant-immunology-immunogenetics/,N,Approved,N,,,,N
7,ILUC,TX1,Transplant Hospital,University of Chicago Medical Center,5841 South Maryland Avenue,,Chicago,IL,60637,773-702-3000,,https://www.uchicagomedicine.org/,Y,Approved,N,"HL, HR, KI, LE, LI, LU, MS, PA, PI","KI, LI","KI, LI, LU, PA",N
7,ILUI,IT1,Hospital Based Lab,Tissue Typing Laboratory at University of Illinois,808 S Wood Street,"Building 910, Rm 266",Chicago,IL,60612,312-996-1670,312-413-7538,,N,Approved,N,,,,N
7,ILUI,TX1,Transplant Hospital,University of Illinois Medical Center,1740 West Taylor Street,,Chicago,IL,60612,312-996-7000,,http://hospital.uillinois.edu/,Y,Approved,N,"IN, KI, LI, PA, PI, UE","KI, LI",,N
7,ILVA,TX1,Transplant Hospital,Edward Hines Jr. Veterans Administration Medical Center,5000 S. Fifth Ave,,Hines,IL,60141,708-202-3800,,https://www.hines.va.gov/,Y,Approved,Y,KI,,,N
10,INIM,IT1,Hospital Based Lab,Indiana University Health Transplant Immunology Laboratory,I-65 at 21st Street,,Indianapolis,IN,46206-1367,317-962-6196,317-962-6195,,N,Approved,N,,,,N
10,INIM,TX1,Transplant Hospital,Indiana University Health,1701 North Senate Boulevard,,Indianapolis,IN,46202,800-265-3220,,http://www.iuhealth.org,Y,Approved,N,"HL, HR, IN, KI, LI, LU, PA","KI, LI","HR, KI, LI, LU, PA",N
10,INOP,OP1,Independent OPO,Indiana Donor Network,3760 Guion Road,Suite 201,Indianapolis,IN,46222,317-685-0389,317-685-1687,http://indianadonornetwork.org/,Y,Approved,N,,,,N
10,INSV,TX1,Transplant Hospital,Ascension St. Vincent Hospital,2001 West 86th Street,,Indianapolis,IN,46260,317-338-6499,,https://healthcare.ascension.org/st-vincent,Y,Approved,N,"HR, KI",KI,KI,N
8,KSUK,TX1,Transplant Hospital,University of Kansas Hospital,4000 Cambridge Street,,Kansas City,KS,66160,913-588-5000,913-588-8786,https://www.kansashealthsystem.com/transplant,Y,Approved,N,"HR, KI, LI, PA","KI, LI",,N
11,KYDA,OP1,Independent OPO,Network for Hope,10160 Linn Station Road,,Louisville,KY,40223,502-581-9511,502-589-5157,https://www.networkforhope.org/,Y,Approved,N,,,,N
11,KYJH,IT1,Hospital Based Lab,Histocompatibility Laboratory at Jewish Hospital,200 Abraham Flexnor Way,,Louisville,KY,40202,502-587-4373,502-587-4504,,N,Approved,N,,,,N
11,KYJH,TX1,Transplant Hospital,Jewish Hospital,200 Abraham Flexner Way,,Louisville,KY,40202-1886,502-587-4011,,https://uoflhealth.org/services/transplant/,Y,Approved,N,"HL, HR, KI, LI, LU, PA, UE",KI,,N
11,KYKC,TX1,Transplant Hospital,Norton Children's Hospital,231 East Chestnut Street,,Louisville,KY,40202,502-629-6000,,https://nortonchildrens.com/,Y,Approved,N,"HR, KI",KI,"HR, KI",Y
11,KYUK,IT1,Hospital Based Lab,Immuno Molecular Pathology Laboratory at the University of Kentucky,800 Rose Street,HA629,Lexington,KY,40536-0293,859-323-5327,859-258-0029,https://www.testmenu.com/UKLab/,N,Approved,N,,,,N
11,KYUK,TX1,Transplant Hospital,University of Kentucky Medical Center,1000 South Limestone,,Lexington,KY,40536,866-285-4337,,https://ukhealthcare.uky.edu/transplant-center,Y,Approved,N,"HL, HR, KI, LI, LU, PA",KI,"KI, LU",N
3,LACH,TX1,Transplant Hospital,Children's Hospital,200 Henry Clay Avenue,,New Orleans,LA,70118,504-899-9511,,http://www.chnola.org,Y,Approved,N,"KI, LI",KI,"KI, LI",Y
3,LAOF,TX1,Transplant Hospital,Ochsner Foundation Hospital,1514 Jefferson Highway,,New Orleans,LA,70121,504-842-3925,504-837-0191,http://www.ochsner.org,Y,Approved,N,"HL, HR, KI, LI, LU, PA","KI, LI","HR, LI",N
3,LAOP,OP1,Independent OPO,Louisiana Organ Procurement Agency,68190 Highway 190 Service Road,,Covington,LA,70433,504-837-3355,504-837-3587,http://www.lopa.org,Y,Approved,N,,,,N
3,LATL,TT1,Independent Lab,Ochsner Histocompatibility and Immunogenetics Laboratory,1201 S. Clearview Parkway,Suite 401,New Orleans,LA,70121,504-842-3027,504-842-2357,,Y,Approved,N,,,,N
3,LATM,TT1,Independent Lab,Histocompatibility and Immunogenetics Lab / Tulane Univ School of Medicine,1430 Tulane Avenue,Box SL75,New Orleans,LA,70112,504-988-5259,504-988-3636,http://www.tmc.tulane.edu,Y,Approved,N,,,,N
3,LATU,TX1,Transplant Hospital,Tulane Medical Center,4200 Houma Boulevard,,Metairie,LA,70006,504-988-5344,504-988-6746,https://www.lcmchealth.org/,Y,Approved,N,"HL, HR, KI, LI, LU, PA",KI,,N
3,LAWK,IT1,Hospital Based Lab,Willis Knighton Medical Center Laboratory,,2600 Greenwood Road,Shreveport,LA,71103-3908,318-212-4400,318-212-4470,,N,Approved,N,,,,N
3,LAWK,TX1,Transplant Hospital,Willis-Knighton Medical Center,2600 Greenwood Road,,Shreveport,LA,71103,318-212-4000,,http://www.wkhs.com/Locations/MedicalCenter.aspx,Y,Approved,N,"KI, LI, PA",KI,,N
1,MABI,IT1,Hospital Based Lab,Tissue Typing Laboratory at Beth Israel Deaconess Medical Center,330 Brookline Avenue,,Boston,MA,02215,617-667-3500,617-668-3512,https://www.bidmc.org/centers-and-departments/pathology/clinical-pathology,N,Approved,N,,,,N
1,MABI,TX1,Transplant Hospital,Beth Israel Deaconess Medical Center,330 Brookline Avenue,,Boston,MA,02215,617-667-7000,,http://www.bidmc.org,Y,Approved,N,"HR, KI, LI, PA","KI, LI",,N
1,MABS,TX1,Transplant Hospital,Baystate Medical Center,759 Chestnut Street,,Springfield,MA,01199-0001,413-794-2321,413-794-2322,https://www.baystatehealth.org/locations/baystate-medical-center,Y,Approved,N,KI,KI,,N
1,MABU,TX1,Transplant Hospital,Boston Medical Center,One Boston Medical Center Place,,Boston,MA,02118,617-638-8000,,http://www.bmc.org,Y,Approved,N,KI,KI,,N
1,MACH,TX1,Transplant Hospital,Boston Children's Hospital,300 Longwood Avenue,,Boston,MA,02115,617-355-6000,,http://www.childrenshospital.org,Y,Approved,N,"HL, HR, IN, KI, LI, LU, PA",,"HR, KI, LI, LU, PA",Y
1,MALC,TX1,Transplant Hospital,Lahey Clinic Medical Center,41 Burlington Mall Road,,Burlington,MA,01805,781-744-2500,781-744-5743,http://www.lahey.org,Y,Approved,N,"KI, LI","KI, LI",,N
1,MAMG,IT1,Hospital Based Lab,Histocompatibility Laboratory at Massachusetts General Hospital,55 Fruit Street,GRJ 220,Boston,MA,02114-2696,617-726-3722,617-724-3331,http://www.mgh.harvard.edu/,N,Approved,N,,,,N
1,MAMG,TX1,Transplant Hospital,Massachusetts General Hospital,55 Fruit Street,,Boston,MA,02114-2696,617-726-2000,,http://www.massgeneral.org/transplant/,Y,Approved,N,"HL, HR, KI, LI, LU, PA, PI","KI, LI","KI, LI",N
1,MANM,IT1,Hospital Based Lab,Tufts Medical Center Laboratory,750 Washington Street,,Boston,MA,02111,617-636-5791,617-636-9105,https://www.tuftsmedicine.org/,N,Approved,N,,,,N
1,MANM,TX1,Transplant Hospital,Tufts Medical Center,750 Washington Street,,Boston,MA,02111,617-636-5592,,https://www.tuftsmedicalcenter.org/,Y,Approved,N,"HR, KI, LI","KI, LI",,N
1,MAOB,OP1,Independent OPO,New England Organ Bank,60 First Avenue,,Waltham,MA,02451,617-244-8000,617-244-8755,http://www.neds.org,Y,Approved,N,,,,N
1,MAPB,IT1,Hospital Based Lab,Brigham & Women's Hospital Tissue Typing Lab,75 Francis Street,,Boston,MA,02115,617-732-5872,617-566-6176,,N,Approved,N,,,,N
1,MAPB,TX1,Transplant Hospital,Brigham and Women's Hospital,75 Francis Street,,Boston,MA,02115,617-732-5500,,http://www.brighamandwomens.org/,Y,Approved,N,"HL, HR, KI, LE, LU, PA, UE",KI,,N
1,MAUM,IT1,Hospital Based Lab,Histocompatibility Laboratory at UMASS Medical Center,"365 Plantation Street, RM B1-220",Biotech One,Worcester,MA,01605,508-334-6892,508-334-6846,,N,Approved,N,,,,N
1,MAUM,TX1,Transplant Hospital,UMass Memorial Medical Center,55 North Lake Avenue,,Worcester,MA,01655,508-334-1000,508-856-1102,https://www.ummhealth.org/umass-memorial-medical-center,Y,Approved,N,"KI, LI","KI, LI",,N
2,MDAI,TT1,Independent Lab,Applied Immunogenetics Laboratory,11419 Cronridge Drive,,Owings Mills,MD,21117,410-842-0700,,,Y,Approved,N,,,,N
2,MDJH,TX1,Transplant Hospital,Johns Hopkins Hospital,1800 Orleans Street,,Baltimore,MD,21287,410-955-5000,,http://www.hopkinsmedicine.org/,Y,Approved,N,"AW, EM, HL, HN, HR, KI, LI, LU, OG, PA, UE","KI, LI","HR, KI, LI, LU",N
2,MDPC,OP1,Independent OPO,Infinite Legacy,1730 Twin Springs Road,Suite 200,Baltimore,MD,21227,410-242-7000,410-242-1871,http://infinitelegacy.org/,Y,Approved,N,,,,N
2,MDTL,TT1,Independent Lab,Immunogenetics Laboratories at the Johns Hopkins University,2041 E. Monument Street,,Baltimore,MD,21205-2222,410-955-3600,410-955-0431,https://labs.pathology.jhu.edu/immunogenetics/,Y,Approved,N,,,,N
2,MDUM,IT1,Hospital Based Lab,Immunogenetics Laboratory,22 South Greene Street,Room P3G01,Baltimore,MD,21201,410-328-3297,443-462-5558,,N,Approved,N,,,,N
2,MDUM,TX1,Transplant Hospital,University of Maryland Medical System,22 South Greene Street,,Baltimore,MD,21201,410-328-6363,,http://www.umm.edu/transplant,Y,Approved,N,"HL, HR, KI, LI, LU, PA","KI, LI",KI,N
1,MEMC,TX1,Transplant Hospital,Maine Medical Center,22 Bramhall Street,,Portland,ME,04102-3175,207-662-0111,,http://www.mmc.org,Y,Approved,N,KI,KI,KI,N
1,METL,TT1,Independent Lab,Nordx Immunogenetics Laboratory,301A U.S. 1,,Scarborough,ME,04074,207-396-7706,207-396-8307,https://www.mainehealth.org/nordx/about-nordx/accreditation,Y,Approved,N,,,,N
10,MIBH,IT1,Hospital Based Lab,Histocompatibility Laboratory at Corewell Health William Beaumont Universit,3601 W Thirteen Mile Road,,Royal Oak,MI,48073-6769,248-898-9011,248-898-8057,https://www.beaumontlaboratory.com/,N,Approved,N,,,,N
10,MIBH,TX1,Transplant Hospital,Corewell Health William Beaumont University Hospital,3601 West 13 Mile Road,,Royal Oak,MI,48073,248-898-5000,,http://www.beaumont.edu,Y,Approved,N,"KI, LI",KI,,N
10,MICH,IT1,Hospital Based Lab,DMC University Laboratories - Histo & Immunogenetics Laboratory,"4707 Saint Antoine, WG71",,Detroit,MI,48201,313-745-8090,313-966-0934,,N,Approved,N,,,,N
10,MICH,TX1,Transplant Hospital,Children's Hospital of Michigan,3901 Beaubien Boulevard,,Detroit,MI,48201-2119,313-745-5437,,http://www.dmc.org,Y,Approved,N,"HR, KI, LI",KI,"HR, KI, LI",Y
10,MIDV,TX1,Transplant Hospital,Corewell Health Helen DeVos Children's Hospital,100 Michigan Street Northeast,,Grand Rapids,MI,49503,616-267-2802,,http://www.helendevoschildrens.org/,Y,Approved,N,KI,KI,KI,Y
10,MIHF,IT1,Hospital Based Lab,Cellular Immunology & Histocompatibility at Henry Ford Hospital,2799 W Grand Boulevard,,Detroit,MI,48202,313-916-3165,313-916-9440,,N,Approved,N,,,,N
10,MIHF,TX1,Transplant Hospital,Henry Ford Hospital,2799 West Grand Boulevard,,Detroit,MI,48202,313-916-2600,,http://www.henryfordhealth.org,Y,Approved,N,"HL, HR, IN, KI, LI, LU, PA","KI, LI",LU,N
10,MIOP,OP1,Independent OPO,Gift of Life Michigan,3861 Research Park Drive,,Ann Arbor,MI,48108,866-500-5801,734-973-3133,http://www.giftoflifemichigan.org,Y,Approved,N,,,,N
10,MIRI,TT1,Independent Lab,Immunohematology and Serology Laboratory at Michigan State University,B228 Life Sciences Building,,East Lansing,MI,48824,517-355-4616,517-353-5436,http://msuhla.chm.msu.edu,Y,Approved,N,,,,N
10,MISH,TX1,Transplant Hospital,Corewell Health Grand Rapids Hospitals,100 Michigan Street Northeast,,Grand Rapids,MI,49503,616-391-2802,616-391-0688,http://www.spectrumhealth.org/,Y,Approved,N,"HL, HR, LU",,HR,N
10,MISJ,TX1,Transplant Hospital,Ascension St. John Hospital,22101 Moross Road,,Detroit,MI,48236-2172,313-343-3047,,https://healthcare.ascension.org/specialty-care/kidney-health/michigan-kidney-transplant-specialty-center,Y,Approved,N,KI,KI,,N
10,MISM,TX1,Transplant Hospital,Mercy Health Saint Mary's,200 Jefferson Avenue Southeast,,Grand Rapids,MI,49503,616-685-5000,,https://www.mercyhealth.com/location/trinity-health-saint-marys-grand-rapids,Y,Approved,N,KI,KI,,N
10,MITS,TT1,Independent Lab,Gift of Life Michigan - Histocompatibility Laboratory,3861 Research Park Drive,,Ann Arbor,MI,48108,734-922-6014,734-973-0332,http://www.giftoflifemichigan.org,Y,Approved,N,,,,N
10,MIUM,IT1,Hospital Based Lab,HLA Laboratory at the University of Michigan,2910 Huron Parkway,Room 1151,Ann Arbor,MI,48105,734-647-2783,734-936-7583,https://www.pathology.med.umich.edu/histocompatibility,N,Approved,N,,,,N
10,MIUM,TX1,Transplant Hospital,University of Michigan Medical Center,1500 East Medical Center Drive,,Ann Arbor,MI,48109,734-936-4000,,https://www.uofmhealth.org/,Y,Approved,N,"HL, HR, KI, LI, LU, PA","KI, LI","HR, KI, LI, LU, PA",N
7,MNAN,TX1,Transplant Hospital,Abbott Northwestern Hospital,800 East 28th Street,,Minneapolis,MN,55407,612-863-4000,,https://www.allinahealth.org/abbott-northwestern-hospital,Y,Approved,N,HR,,,N
7,MNCM,TX1,Transplant Hospital,Children's Minnesota,2525 Chicago Ave South,,Minneapolis,MN,55404,612-813-6000,,https://www.childrensmn.org,Y,Approved,N,HR,,HR,Y
